gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_021029|RPL36A,7144,7394,12073,6641,6072,4551,9336,10034,9336,5935,9006,9751
NM_001142391|SLC10A3,51,31,43,64,86,0,47,24,47,31,95,36
NR_104389|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NR_030593|MIR892B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001267713|IL3RA,0,111,40,4,95,0,204,220,204,35,0,132
NM_001316337|MECP2,6,2,6,3,1,7,3,1,3,4,2,0
NR_033381|CD99P1,271,226,186,79,51,41,123,78,123,79,139,195
NR_045862|ARMCX4,3,0,0,0,0,0,0,0,0,0,0,0
NM_001146151|AVPR2,0,4,0,4,0,0,5,5,5,0,0,4
NM_001307944|UPRT,275,205,259,212,216,88,388,204,388,174,8,227
NM_001177478|HDX,6,93,0,0,0,0,0,0,0,0,67,0
NM_001168465|MAP7D2,497,1655,899,111,523,90,990,527,990,442,712,2104
NR_029852|MIR363,0,2,0,0,0,0,0,0,0,1,0,0
NM_001272062|MAGED4,0,0,0,0,0,0,0,0,0,0,0,0
NM_002063|GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001118885|GLRA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_014332|SMPX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146291|ZNF674,39,0,0,0,0,0,0,0,0,0,0,0
NM_015365|AMMECR1,1432,1355,1117,940,1170,647,1391,1392,1391,963,1189,804
NM_001001888|VCX3B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001097604|XAGE1E,0,0,0,0,0,0,0,0,0,0,0,0
NR_036175|MIR3202-2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037536|SCML1,300,487,432,200,255,0,357,370,357,286,0,404
NM_001166600|FAM122B,0,138,845,325,253,275,0,495,0,283,99,330
NR_002725|INE2,21,0,0,0,0,0,0,0,0,0,18,24
NM_001171184|DRP2,0,0,0,0,0,0,0,0,0,0,0,0
NR_102368|SNORA11E,0,2,0,0,0,0,0,0,0,0,0,0
NM_152423|MUM1L1,0,0,0,0,3,0,0,0,0,0,0,0
NM_001178033|ZC4H2,0,0,0,0,0,0,0,0,0,0,51,0
NM_001145933|TKTL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_178813|AKAP14,0,0,0,0,0,0,0,0,0,0,0,0
NM_005765|ATP6AP2,6179,5127,4124,2937,4356,1926,5725,4338,5725,2729,5216,3853
NM_138819|FAM122C,39,11,3,0,0,10,32,25,32,3,6,15
NM_005756|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NR_031732|MIR1911,0,0,0,0,0,0,0,0,0,0,0,0
NR_039762|MIR548AM,1,0,0,0,0,1,0,0,0,0,0,0
NR_028057|PLCXD1,12,0,208,51,202,0,261,12,261,2,15,57
NM_001205201|TEX28,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017931|PAGE3,0,0,0,0,0,0,0,0,0,0,0,0
NR_126093|DDX3X,8,0,63,30,15,3,66,5,66,19,4,8
NM_001288747|DKC1,195,597,319,887,231,92,3471,2898,3471,109,282,2981
NM_001167890|EGFL6,0,16,3,10,0,22,53,0,53,0,0,87
NM_005834|TIMM17B,1792,1074,2318,1402,1408,754,2144,1200,2144,952,1485,1446
NM_024689|CXorf36,0,0,0,0,0,0,0,0,0,0,0,0
NM_007156|ZXDA,284,349,270,150,169,119,240,202,240,146,328,273
NM_201286|USP51,172,187,164,85,180,48,309,162,309,179,96,123
NM_001168302|KLHL13,0,0,3,0,0,0,0,0,0,0,0,0
NR_120493|LOC100132304,0,0,0,0,0,0,0,0,0,0,0,0
NM_015698|GPKOW,1658,1501,1729,1102,1232,592,2190,1245,2190,887,1186,1244
NM_004615|TSPAN7,30,5,6,0,5,0,9,4,9,4,10,5
NM_024539|RNF128,0,0,0,0,0,0,0,0,0,0,0,0
NR_030230|MIR505,0,0,0,1,0,0,0,0,0,0,0,0
NM_018698|NXT2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168360|PCDH11X,0,0,0,0,0,0,0,0,0,0,0,0
NM_080720|H2AFB3,10,3,8,3,9,0,7,5,7,6,22,0
NM_001144008|SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0
NM_004867|ITM2A,3568,2752,3644,4055,1705,1007,3123,2944,3123,1459,6289,2121
NM_203281|BMX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031705|CT55,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170702|MBNL3,0,0,0,0,0,0,0,0,0,0,0,0
NR_030727|TLR8-AS1,6,5,0,0,3,0,0,0,0,0,0,0
NM_001163278|TENM1,0,0,3,0,0,0,0,0,0,0,0,0
NR_133641|LINC01456,0,0,0,0,0,0,0,0,0,0,0,0
NM_021783|EDA2R,624,625,654,570,726,2,1595,181,1595,196,402,620
NR_026545|APOO,93,130,50,132,87,17,158,96,158,53,85,43
NM_004019|DMD,7,18,5,10,25,5,43,17,43,13,6,45
NM_001178086|ZFX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006937|TCEAL4,285,399,288,242,375,130,457,358,457,190,161,264
NM_005044|PRKX,2886,2920,5018,2278,1934,1704,2964,2946,2964,3361,3031,4097
NM_006777|ZBTB33,2315,2893,1767,1813,1766,1365,3563,2326,3563,2074,2639,1832
NM_021963|NAP1L2,437,244,242,65,255,130,191,151,191,108,141,233
NM_001166460|MPP1,0,0,0,0,0,0,0,0,0,63,71,0
NM_006800|MSL3,740,1576,2076,1117,924,342,1403,1062,1403,2578,948,1352
NR_037511|MIR374C,1,0,2,1,0,0,0,1,0,0,0,0
NR_039659|MIR4454,0,0,0,0,1,0,0,0,0,0,0,0
NM_004020|DMD,0,4,2,1,0,0,0,3,0,0,10,8
NM_001171191|GDPD2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168647|CNKSR2,0,548,194,0,0,25,329,34,329,162,184,14
NM_001193278|MID1,2,0,0,0,0,0,0,0,0,0,0,0
NR_027131|NKAPP1,97,70,106,65,97,43,134,83,134,75,94,69
NR_029905|MIR325,0,0,0,0,0,0,0,0,0,0,0,0
NM_004541|NDUFA1,5201,4630,5996,3573,3706,2208,5019,4424,5019,2458,5006,4281
NM_001555|IGSF1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037540|SCML1,21,52,11,4,3,17,20,13,20,11,46,11
NR_030397|MIR660,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006938|TCEAL6,9,7,4,2,14,0,13,14,13,0,6,11
NM_001025265|CXorf65,8,50,39,16,12,25,47,34,47,15,49,53
NM_001169122|AFF2,0,0,0,0,0,0,0,0,0,0,0,0
NM_013423|ARHGAP6,3,0,0,0,3,1,0,0,0,0,0,0
NM_001012977|PABPC1L2A,0,0,0,0,0,0,0,0,0,0,0,0
NM_130467|PAGE5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001169123|AFF2,0,0,0,0,0,0,0,0,0,0,0,0
NR_110393|LINC01285,0,0,0,0,0,0,0,0,0,0,0,0
NM_001449|FHL1,867,3841,0,0,155,0,872,502,872,0,0,0
NR_037414|MIR23C,0,3,0,0,1,0,2,0,2,0,3,0
NM_001242493|FAM156A,221,327,0,87,0,61,553,30,553,0,274,116
NR_001564|XIST,11,0,15402,10203,4,8283,4,12,4,11580,15,19698
NM_001012428|ASB11,0,0,0,0,0,0,0,0,0,0,0,0
NR_033836|PIGA,86,170,64,115,87,123,171,104,171,68,234,290
NM_001139500|FGF13,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128168|PAK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001161531|CSF2RA,1,0,0,0,0,0,0,0,0,0,0,0
NM_000052|ATP7A,3150,3830,1709,1253,1242,980,1733,2166,1733,1517,1727,2400
NM_001199972|RPL36A,826,1093,939,342,268,136,1797,157,1797,109,571,236
NM_001184745|PPP1R3F,31,3,62,3,37,3,49,4,49,26,2,62
NM_001282167|PORCN,99,78,93,41,45,23,315,179,315,45,27,128
NR_030237|MIR510,0,0,0,0,0,0,0,0,0,0,0,0
NM_017856|GEMIN8,8,9,9,1,110,0,102,7,102,3,5,112
NR_037494|MIR676,0,0,0,0,0,0,0,0,0,0,0,0
NM_014782|ARMCX2,90,71,35,83,114,181,193,162,193,7,1,229
NM_052957|ACRC,147,106,153,89,117,55,132,89,132,56,117,60
NM_178124|CXorf40A,900,747,843,521,637,337,1189,528,1189,461,751,962
NM_002024|FMR1,490,671,537,151,463,134,659,376,659,233,817,190
NM_004021|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_182699|DDX53,0,0,0,0,0,0,0,0,0,0,0,0
NM_001032726|RAB41,0,4,7,0,0,0,6,0,6,4,7,0
NM_080632|UPF3B,165,203,318,241,126,201,235,243,235,143,0,4
NR_028366|SSX6,0,0,0,0,0,0,0,0,0,0,0,0
NM_018159|NUDT11,0,0,0,0,0,0,0,2,0,0,2,0
NM_001142|AMELX,0,0,0,0,0,0,0,0,0,0,0,0
NM_153477|UXT,745,643,730,583,289,103,683,309,683,425,421,596
NM_016267|VGLL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_003611|OFD1,2769,3187,2344,1366,1933,1040,2870,2164,2870,2227,1788,1857
NM_006406|PRDX4,2346,2355,3159,2529,2431,797,2628,3438,2628,1991,3928,2478
NR_131236|LOC105373300,9,7,7,0,0,0,7,2,7,0,0,0
NM_003604|IRS4,3,0,0,0,0,0,0,0,0,0,0,0
NM_001129828|CSAG3,0,0,0,8,0,0,13,0,13,0,0,0
NR_030228|MIR503,0,0,0,0,0,0,1,0,1,0,2,0
NM_001142529|BHLHB9,0,0,0,0,0,0,2,0,2,0,0,0
NR_031725|MIR320D2,0,0,0,0,0,0,0,0,0,0,0,0
NM_178471|GPR119,2,0,0,0,0,0,0,0,0,0,0,0
NM_198270|NHS,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271698|ABCB7,0,0,628,1491,0,0,0,0,0,0,441,209
NM_001005612|EDA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256155|ARMCX4,356,325,78,165,148,45,326,48,326,69,74,0
NR_031685|MIR1277,0,0,0,0,0,0,0,0,0,0,1,0
NM_153448|ESX1,0,0,0,0,0,0,0,0,0,0,0,0
NM_145305|SLC25A43,970,1210,870,771,1016,410,1242,1041,1242,910,1262,1037
NM_000291|PGK1,118302,146310,104502,61297,46494,45612,72641,97443,72641,79170,78172,120825
NM_001167990|PQBP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_006746|SCML1,2,0,1,0,5,34,0,3,0,7,0,0
NM_020769|RGAG1,64,9,15,3,4,8,4,4,4,6,0,14
NM_001195553|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NR_030399|MIR542,0,0,0,0,0,0,0,0,0,1,0,0
NM_021949|ATP2B3,0,0,0,0,0,0,2,2,2,0,0,0
NM_003410|ZFX,1668,440,1348,715,1510,1071,1755,954,1755,1120,41,1949
NM_000354|SERPINA7,0,0,0,0,0,0,0,0,0,0,0,0
NM_032121|MAGT1,8003,7077,7221,4595,5912,2661,6268,6627,6268,3939,9715,5635
NM_000273|GPR143,0,0,0,0,0,0,0,0,0,2,0,0
NM_019863|F8,486,430,277,210,219,111,232,220,232,245,321,210
NR_073010|PTCHD1-AS,0,0,0,0,0,0,0,0,0,0,0,0
NM_052926|PNMA5,0,0,0,0,0,0,0,0,0,0,0,0
NR_073150|RAP2C,437,648,58,6,15,321,12,27,12,642,9,5
NM_001162491|ARL13A,0,0,0,0,0,0,0,0,0,0,0,0
NM_182607|VSIG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184897|PHF8,809,572,874,432,489,362,991,620,991,278,446,555
NM_007213|PRAF2,382,439,634,515,329,245,313,236,313,242,388,279
NM_001100431|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NM_013452|VCX,0,4,0,0,0,0,0,0,0,0,0,0
NM_001163265|PCYT1B,0,0,0,0,0,0,0,0,0,0,0,0
NR_110385|LINC01282,0,0,0,0,0,0,0,0,0,0,0,0
NR_106955|MIR6895,0,0,1,0,0,1,1,0,1,0,1,0
NM_001242310|EDA2R,64,20,22,69,8,252,45,5,45,2,15,37
NM_001282501|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171020|MUM1L1,0,0,0,0,0,0,0,0,0,0,0,0
NR_033212|CXorf65,45,30,23,19,22,0,46,0,46,0,0,0
NM_001256580|RPL10,1423,502,1447,0,0,582,639,910,639,0,0,587
NM_031894|FTHL17,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080139|CT47A8,0,0,0,0,0,0,0,0,0,0,0,0
NM_014253|TENM1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243963|LRCH2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256577|RPL10,985,591,2723,3668,523,733,618,1190,618,731,814,733
NM_021946|BCORL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257230|ALG13,0,0,0,0,0,0,0,10,0,0,0,0
NM_001847|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_174951|FAM9A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081573|GAB3,34,208,99,161,137,6,275,133,275,97,115,150
NM_003372|VBP1,3448,4618,3667,2822,3614,1665,5311,4168,5311,2474,3976,3431
NM_001141919|XG,0,0,0,0,0,0,7,0,7,4,0,4
NM_001001996|GPM6B,28,23,12,20,28,5,51,30,51,11,15,14
NM_000640|IL13RA2,0,0,0,0,0,0,0,0,0,0,0,0
NR_130733|LINC00106,43,35,28,7,12,7,31,9,31,3,13,10
NM_001171109|FAM133A,0,0,0,0,0,0,0,0,0,0,0,0
NR_024608|XRCC6P5,20,0,0,8,15,0,10,0,10,0,0,0
NM_002414|CD99,7601,4931,6700,2782,4485,3027,5190,4742,5190,4529,5312,3514
NR_027232|LINC00685,84,48,77,19,14,22,79,22,79,18,51,72
NM_000133|F9,0,0,0,0,0,0,0,0,0,0,0,0
NR_015367|LINC01420,1595,1626,1505,1098,1274,695,2043,1323,2043,1204,1365,1381
NM_177535|MAGED4B,0,0,0,0,0,0,0,0,0,0,0,0
NM_019003|SPIN2A,0,0,0,26,0,0,0,0,0,0,0,0
NR_106988|MIR7641-2,0,0,0,0,0,0,0,0,0,0,0,0
NM_198881|TBC1D8B,9,4,14,5,81,0,52,38,52,10,120,64
NM_138923|TAF1,916,562,456,825,0,0,0,1631,0,0,1606,319
NR_030413|MIR766,0,0,4,2,1,0,0,0,0,0,0,0
NM_001185076|FMR1,1649,1921,633,955,336,704,1204,433,1204,1235,727,1366
NM_001291421|KDM6A,0,126,95,0,0,0,6,0,6,0,0,151
NM_001161532|CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0
NM_000240|MAOA,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114123|ELK1,2708,2784,2579,1681,1464,1046,2830,1519,2830,1329,1696,1984
NR_024502|FMR1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NR_046740|DDX26B-AS1,0,1,3,0,0,0,2,0,2,0,4,0
NM_001282647|SLC35A2,30,20,15,22,46,12,31,22,31,21,30,28
NR_031710|MIR1321,0,0,0,0,0,0,0,0,0,0,0,0
NM_019007|ARMCX6,626,381,766,381,407,254,469,400,469,366,412,332
NR_110388|LINC01186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001866|COX7B,6048,6328,6466,5453,5510,2564,8401,6944,8401,3640,6447,4490
NM_001164618|GPC3,0,0,0,0,0,0,0,0,0,0,0,0
NM_012196|GAGE8,0,0,0,0,0,0,0,0,0,0,0,0
NM_005361|MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_152424|AMER1,1678,1457,1536,790,953,527,1991,878,1991,1204,966,1170
NR_002584|SNORA69,0,10,5,6,0,2,3,4,3,4,4,4
NM_002621|CFP,273,41,132,0,0,0,90,0,90,129,0,0
NM_001306209|CSTF2,102,0,1832,0,129,0,146,1614,146,86,122,112
NM_001018024|CMC4,984,1117,1513,1030,1289,551,1677,1446,1677,735,974,1216
NM_000868|HTR2C,0,0,0,0,0,0,0,0,0,0,0,0
NM_001185075|FMR1,0,91,0,0,327,0,80,241,80,0,0,0
NM_001287758|COL4A6,5,0,0,3,0,0,0,0,0,0,5,0
NM_001173486|PRRG1,0,0,0,0,0,0,0,0,0,0,0,0
NM_203408|FAM47A,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129765|NSDHL,399,306,302,229,459,4,441,370,441,286,93,364
NM_001184831|VSIG4,0,0,0,0,0,0,0,0,0,0,0,0
NR_039991|TMLHE-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_020994|CTAG2,0,0,0,2,0,0,0,0,0,0,0,0
NM_003491|NAA10,1099,1143,1317,1731,1282,1166,1614,1035,1614,717,937,1055
NM_016484|PDZD11,2016,1515,1933,972,1446,636,1848,1276,1848,1044,1388,1330
NM_001080790|MAGEA9B,0,0,0,0,0,0,0,0,0,0,0,10
NM_001142428|MORF4L2,104,97,95,85,136,41,162,145,162,71,135,102
NM_001166419|HDAC8,238,247,192,85,181,62,256,287,256,110,167,101
NM_001139515|DACH2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001830|CLCN4,439,704,441,132,32,245,17,272,17,33,0,73
NM_001145718|CT47B1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001306188|MOSPD1,61,213,187,117,75,93,225,186,225,166,245,185
NM_080873|ASB11,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172288|CT45A5,0,0,0,0,15,0,30,0,30,0,0,0
NM_001669|ARSD,618,325,450,154,294,70,395,250,395,326,561,273
NM_014138|FAM156A,77,29,0,212,0,24,315,0,315,0,26,56
NM_001012989|UBE2NL,0,0,0,0,0,0,0,0,0,0,17,0
NM_001272102|CLCN5,10,0,0,0,0,0,11,6,11,0,0,21
NM_001128172|PAK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_145284|FAM122B,288,367,368,672,274,489,260,1139,260,217,282,668
NM_152274|FAM58A,427,422,374,343,462,292,667,387,667,228,344,278
NR_046101|LINC01545,8,0,0,0,0,0,0,0,0,0,0,0
NM_002025|AFF2,4,7,13,28,18,0,34,10,34,92,6,4
NM_001004308|ZCCHC16,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244892|CXorf51B,0,0,0,0,0,0,0,0,0,0,0,0
NM_001174068|SYTL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037535|SCML1,0,277,0,0,193,5,488,0,488,0,0,334
NM_001167972|TRMT2B,679,791,420,749,735,295,816,552,816,405,508,369
NM_138703|MAGEE2,0,0,0,3,0,0,0,0,0,0,0,0
NM_005647|TBL1X,3730,2318,1591,1258,471,840,2011,1456,2011,1391,455,1988
NM_001303465|TAZ,130,1,104,182,18,0,128,81,128,0,139,112
NM_005629|SLC6A8,263,138,157,66,17,18,67,78,67,42,103,87
NM_001142503|STARD8,52,20,36,0,0,28,16,0,16,7,83,0
NM_178152|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303626|RPL10,33897,30226,16613,20088,19944,8860,28638,35366,28638,24041,12073,25757
NM_175569|XG,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170650|LAS1L,151,90,0,0,66,0,0,0,0,70,0,0
NR_033348|RAI2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171132|FAM3A,289,152,156,282,227,70,333,360,333,86,441,295
NM_003159|CDKL5,119,36,64,7,30,43,89,46,89,43,75,107
NR_126059|LINC01560,131,179,144,52,134,93,169,102,169,101,98,157
NM_033670|CCNB3,0,0,0,0,0,0,0,0,0,0,0,0
NM_006064|RRAGB,441,473,342,341,285,194,535,340,535,322,346,284
NM_001079855|GYG2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001316888|PLAC1,5,0,3,0,2,0,0,0,0,0,6,6
NM_006883|SHOX,0,0,0,0,0,0,0,0,0,0,0,0
NM_145802|SEPT6,72,0,171,273,0,0,211,113,211,175,230,132
NM_001006639|TCEAL1,312,510,315,164,370,68,368,299,368,208,366,328
NM_012151|F8A1,828,1101,759,2447,2475,0,3090,2070,3090,268,1920,1640
NM_015107|PHF8,3255,2686,3144,1382,2008,909,2993,1770,2993,1936,2384,1981
NM_001017990|H2AFB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_177439|FTSJ1,395,1061,688,667,167,366,570,463,570,134,134,316
NM_001282754|PHEX,0,0,0,0,0,0,0,0,0,0,0,0
NM_181312|TAZ,145,279,196,163,209,143,118,80,118,83,151,117
NM_001042749|STAG2,2148,3699,1977,4787,4080,31,3378,4970,3378,2518,2089,2399
NM_001042351|G6PD,951,1081,627,778,908,530,1570,538,1570,576,875,1357
NM_005183|CACNA1F,5,43,0,11,0,0,24,0,24,0,0,22
NM_001184965|WDR44,0,0,0,0,0,0,0,0,0,109,0,0
NM_001042751|STAG2,2522,3071,1731,393,0,919,878,0,878,701,884,2094
NM_001291527|CT45A10,4,0,0,0,0,0,16,0,16,13,149,0
NM_001282166|SUV39H1,0,0,0,0,0,0,0,0,0,0,0,0
NM_012471|TRPC5,0,0,0,0,0,4,3,0,3,0,0,0
NM_004012|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277307|MAGEB17,4,0,5,0,0,0,3,0,3,11,6,0
NM_001080141|CT47A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077445|JADE3,283,863,323,296,249,297,0,0,0,0,0,0
NR_034005|LINC00891,59,90,84,42,56,30,54,86,54,65,12,28
NM_001184702|GYG2,0,0,0,0,0,0,0,0,0,0,0,0
NR_034116|LINC00684,0,0,0,0,0,0,0,0,0,0,0,0
NM_080832|PABPC5,0,0,0,0,0,0,0,0,0,0,0,0
NR_107055|MIR8088,0,0,0,0,0,0,0,0,0,0,0,0
NM_001017980|VMA21,2519,3924,3210,2477,3329,1395,4137,2960,4137,2225,2510,2602
NM_001256790|CACNA1F,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170780|FAM122C,45,35,49,16,18,25,29,25,29,20,50,20
NM_024597|MAP7D3,1566,1706,1144,907,1311,642,1835,1194,1835,1068,1400,1223
NR_046592|EIF1AX-AS1,0,0,0,0,0,0,3,0,3,0,0,0
NM_001042480|GEMIN8,319,244,687,214,252,254,361,328,361,215,338,278
NM_001098410|GAGE12H,0,0,0,0,0,0,0,0,0,0,0,0
NM_004463|FGD1,125,76,132,75,116,49,116,118,116,59,106,64
NM_004043|ASMT,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291540|CT45A9,0,0,0,0,0,0,0,0,0,0,0,0
NM_006223|PIN4,237,377,414,376,494,169,463,476,463,360,372,272
NR_002216|NXF4,0,0,0,0,0,0,0,0,0,0,0,0
NR_039774|MIR3978,0,0,0,0,0,0,0,0,0,1,0,0
NM_001287344|BTK,0,0,0,0,110,0,366,7,366,0,0,0
NR_045559|UXT,37,28,39,33,31,0,34,29,34,0,52,45
NM_145662|SPANXA2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129896|SYTL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_021048|MAGEA10,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170760|SRPK3,0,0,0,0,0,0,0,0,0,0,0,0
NM_013346|SNX12,737,1222,2852,719,601,530,2325,792,2325,1898,1531,2280
NM_001184880|PCDH19,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242922|CT47A12,0,0,0,0,0,0,0,0,0,0,0,0
NM_006986|MAGED1,8725,7296,8467,7790,5582,3874,8320,5186,8320,4252,6908,6728
NM_004009|DMD,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195578|TRPC5OS,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163321|CCDC120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001078173|FAM127C,9,19,2,24,20,6,43,13,43,6,7,69
NM_181303|NLGN3,28,95,41,29,20,5,60,45,60,21,69,18
NM_001278742|TSPAN6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130846|AIFM1,44,38,18,9,61,13,63,15,63,41,59,42
NM_000531|OTC,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139502|FGF13,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193281|MID1,0,0,0,0,0,0,0,0,0,0,0,0
NM_002362|MAGEA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_177537|MAGED4B,31,2,0,0,0,0,0,0,0,0,0,0
NM_001171192|GDPD2,0,0,0,0,0,0,0,0,0,0,0,0
NR_029521|MIR105-1,0,0,0,0,0,0,0,0,0,0,0,0
NM_015419|MXRA5,0,0,0,0,0,0,0,0,0,0,0,0
NM_004224|GPR50,0,0,0,0,0,0,0,0,0,0,0,0
NM_032227|TMEM164,1803,1115,1901,1404,702,776,1909,1052,1909,1240,701,843
NM_144657|HDX,252,0,0,0,0,0,213,209,213,0,131,167
NM_001267053|RIBC1,0,0,0,0,15,0,0,3,0,8,0,0
NM_001159699|FHL1,0,1,0,0,0,0,0,0,0,0,0,0
NM_006201|CDK16,2776,2520,3080,1490,2060,1189,2105,1497,2105,1396,1478,2789
NR_038988|LINC00630,51,79,43,41,38,27,63,42,63,84,69,66
NM_002893|RBBP7,8120,10086,9137,5722,7725,3474,9843,8371,9843,6747,6828,7653
NM_001185183|VAMP7,184,210,140,280,122,153,162,227,162,96,229,146
NM_174901|FAM9C,0,0,0,5,0,0,0,0,0,0,0,0
NM_020742|NLGN4X,0,0,0,0,0,0,0,0,0,0,0,0
NM_005193|CDX4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164416|H2BFM,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006683|SPIN2B,22,41,42,0,0,0,23,0,23,27,30,0
NR_073393|SSX9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080489|GLOD5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034853|RPGR,79,15,10,0,23,28,35,19,35,28,22,35
NR_110382|LINC01284,0,0,0,0,0,0,0,0,0,0,0,0
NM_153380|ZNF41,0,0,0,0,0,0,0,0,0,0,0,0
NR_029638|MIR224,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257168|ELK1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287242|ARHGAP6,3,176,232,3,0,0,1,0,1,0,3,232
NM_000377|WAS,5862,4595,7530,4086,4473,2902,5197,3156,5197,3532,4529,4396
NR_027250|SSX8,0,0,0,0,0,0,0,0,0,0,0,0
NM_018015|CXorf57,522,956,525,506,636,310,642,803,642,408,612,853
NM_001012980|SATL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000169|GLA,1183,1000,1582,815,848,704,1137,1012,1137,668,1319,784
NM_001126054|CASK,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184834|ADGRG2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166702|FAM104B,74,89,80,36,18,57,130,47,130,46,52,70
NM_001204466|RBM10,1000,433,574,399,331,276,608,284,608,259,233,187
NM_201599|ZMYM3,4621,3549,5414,2182,2347,2025,4052,1793,4052,2828,2129,2968
NM_001170779|FAM122C,37,56,68,31,41,21,41,42,41,45,63,25
NM_001009614|SPANXN1,0,0,0,0,0,0,0,0,0,0,0,0
NM_024885|TAF7L,3,0,0,0,0,0,2,5,2,0,0,4
NM_001282875|SMARCA1,4,0,0,0,71,0,0,0,0,0,0,0
NM_001128166|PAK3,0,2,0,0,0,0,0,0,0,0,0,0
NR_024359|SMIM10L2A,11,0,6,0,0,0,0,5,0,6,0,0
NM_001282607|ARHGAP36,0,0,0,0,0,0,0,0,0,0,0,0
NR_045260|LINC01203,0,0,0,0,0,0,0,0,0,0,0,0
NR_110311|LONRF3,27,15,0,0,0,0,4,3,4,0,1,3
